txn_id,chargeback_count,chargeback_amount,open_chargebacks,critical_chargebacks,max_chargeback_severity
TXN00019885,1,2738.74,1,0,MEDIUM
TXN00019898,1,861.86,0,0,MEDIUM
TXN00019900,1,4072.76,1,0,MEDIUM
TXN00019908,1,14932.0,1,0,LOW
TXN00019912,1,2124.72,1,0,LOW
TXN00019914,1,3065.07,1,0,MEDIUM
TXN00019934,1,,1,0,LOW
TXN00019939,1,1954.14,0,0,MEDIUM
TXN00019943,1,728.13,1,0,LOW
TXN00019947,1,3167.22,1,0,MEDIUM
TXN00019956,1,503.49,1,0,LOW
TXN00019971,1,8720.88,0,0,LOW
TXN00019983,1,8084.93,0,0,HIGH
TXN30234,1,1915.5,0,0,MEDIUM
TXN31469,1,2300.99,1,1,CRITICAL
TXN32094,1,1381.95,1,0,MEDIUM
TXN32415,1,23005.71,0,0,MEDIUM
TXN32619,1,2826.04,0,0,MEDIUM
TXN32709,1,4152.0,0,0,MEDIUM
TXN33788,1,,1,0,LOW
TXN33964,1,4254.9,0,0,HIGH
TXN34155,1,736.99,1,0,MEDIUM
TXN34179,1,3258.82,1,1,CRITICAL
TXN34198,1,2387.46,1,0,HIGH
TXN34566,1,2696.0,0,0,LOW
TXN35157,1,4673.28,0,1,CRITICAL
TXN35789,1,1813.99,0,0,LOW
TXN36574,1,676.79,0,0,MEDIUM
TXN36584,1,,1,0,HIGH
TXN37348,1,2069.0,1,0,MEDIUM
TXN37497,1,419.0,0,1,CRITICAL
TXN38189,1,754.07,1,0,MEDIUM
TXN38794,1,1144.0,1,0,HIGH
TXN39623,1,935.0,0,1,CRITICAL
TXN40959,1,823.15,1,0,HIGH
TXN41176,1,8162.73,1,0,HIGH
TXN41888,2,6129.18,0,0,HIGH
TXN41980,1,565.73,1,0,HIGH
TXN42233,1,,0,0,HIGH
TXN42287,1,1318.76,0,0,MEDIUM
TXN43861,1,422.31,1,0,HIGH
TXN44508,1,,0,0,HIGH
TXN44609,1,771.44,0,0,MEDIUM
TXN45816,1,2928.28,0,0,HIGH
TXN46623,1,6432.0,1,0,HIGH
TXN47225,1,,1,0,LOW
TXN48192,1,1863.22,1,0,LOW
TXN49297,1,1707.55,1,0,MEDIUM
TXN49383,1,614.57,1,0,LOW
TXN49458,1,12414.63,1,1,CRITICAL
TXN50079,1,2659.07,1,0,LOW
TXN50572,2,,2,2,CRITICAL
TXN51122,1,348.47,0,0,LOW
TXN51555,1,2417.43,0,0,HIGH
TXN51763,1,830.25,1,0,LOW
TXN53543,1,299.18,0,0,LOW
TXN54083,1,664.5,0,0,MEDIUM
TXN54263,1,824.86,0,0,HIGH
TXN55417,1,9306.13,1,0,LOW
TXN56546,1,,1,0,MEDIUM
TXN56695,1,,1,1,CRITICAL
TXN58280,1,834.87,1,0,MEDIUM
TXN58495,1,543.72,0,0,HIGH
TXN58515,1,216.17,1,0,HIGH
TXN59214,1,2012.0,1,0,MEDIUM
TXN59223,2,1804.0,2,0,HIGH
TXN59284,1,1857.0,0,0,MEDIUM
TXN59408,1,8028.0,1,0,HIGH
TXN59954,1,1289.25,0,0,MEDIUM
TXN60420,1,1505.75,1,0,MEDIUM
TXN61071,1,,1,1,CRITICAL
TXN63034,1,3681.27,1,0,HIGH
TXN64529,1,472.0,0,0,MEDIUM
TXN65627,1,,0,0,HIGH
TXN65742,2,940.0,0,0,MEDIUM
TXN66039,1,1372.0,0,0,LOW
TXN66186,1,5546.22,0,0,HIGH
TXN66991,1,1890.93,0,0,LOW
TXN68399,1,562.25,1,0,HIGH
TXN71282,1,4105.21,1,1,CRITICAL
TXN72059,1,1209.0,1,0,MEDIUM
TXN73646,1,7863.78,0,0,HIGH
TXN74121,1,1678.99,1,0,MEDIUM
TXN74133,1,546.0,1,0,MEDIUM
TXN74548,1,,1,0,HIGH
TXN74714,1,2166.47,1,0,HIGH
TXN74852,1,1652.05,1,0,MEDIUM
TXN76059,1,1726.97,1,0,HIGH
TXN76688,1,355.19,0,0,LOW
TXN78658,1,2283.69,0,1,CRITICAL
TXN78938,1,2889.21,0,0,MEDIUM
TXN79001,1,5620.82,0,0,LOW
TXN80108,1,1189.65,1,0,HIGH
TXN81593,1,5676.76,0,0,MEDIUM
TXN81933,1,5283.13,0,0,HIGH
TXN81951,1,3816.43,1,0,MEDIUM
TXN82330,1,2452.3,1,1,CRITICAL
TXN82870,1,543.0,0,0,LOW
TXN83297,1,,1,1,CRITICAL
TXN83913,1,732.0,1,0,HIGH
TXN84117,1,3956.74,0,0,HIGH
TXN84424,1,1535.24,1,0,LOW
TXN84758,1,,1,0,HIGH
TXN84777,1,,1,0,MEDIUM
TXN84920,1,,1,0,MEDIUM
TXN85698,1,551.1,1,0,HIGH
TXN85757,1,585.8,0,1,CRITICAL
TXN86247,1,1425.14,1,0,HIGH
TXN86757,1,1161.24,1,1,CRITICAL
TXN87166,1,2084.49,0,0,MEDIUM
TXN88490,1,4274.13,1,0,HIGH
TXN88540,1,221.01,0,0,HIGH
TXN91289,1,954.04,0,1,CRITICAL
TXN91755,1,3762.83,1,1,CRITICAL
TXN94213,1,,0,0,HIGH
TXN94322,1,2530.5,0,0,MEDIUM
TXN94657,1,2556.0,0,0,HIGH
TXN94670,1,33780.71,1,0,LOW
TXN95066,1,731.0,0,0,MEDIUM
TXN95161,1,4157.35,1,0,LOW
TXN95203,1,3668.05,1,0,HIGH
TXN95920,1,45384.61,0,0,HIGH
TXN96416,1,5544.6,1,0,MEDIUM
TXN96928,1,2456.94,1,0,LOW
TXN97124,1,1596.33,0,0,HIGH
TXN98339,1,194.24,1,0,LOW
TXN98409,1,645.47,1,0,HIGH
TXN99329,1,2454.92,1,0,LOW
TXN99966,1,,1,0,MEDIUM
